Person ID,Age,Gender,Undergraduate Major,Undergraduate GPA,Years of Work Experience,Current Job Title,Annual Salary (Before MBA),Has Management Experience,GRE/GMAT Score,Undergrad University Ranking,Entrepreneurial Interest,Networking Importance,MBA Funding Source,Desired Post-MBA Role,Expected Post-MBA Salary,Location Preference (Post-MBA),Reason for MBA,Online vs. On-Campus MBA,Decided to Pursue MBA?
4838,21,Male,Business,3.84,3,Analyst,84616,Yes,361,233,9.4,8.6,Loan,Startup Founder,199668,Domestic,Skill Enhancement,On-Campus,Yes
4839,31,Female,Science,2.57,9,Consultant,88541,No,279,349,6.3,1.1,Loan,Finance Manager,170508,Domestic,Entrepreneurship,On-Campus,Yes
4840,30,Male,Business,3.32,3,Analyst,68948,Yes,349,369,8.0,8.2,Self-funded,Consultant,117066,Domestic,Skill Enhancement,On-Campus,No
4841,32,Male,Arts,2.22,1,Engineer,80054,Yes,651,243,2.0,7.3,Scholarship,Executive,164866,International,Networking,On-Campus,Yes
4842,27,Female,Business,2.78,4,Entrepreneur,39744,No,635,480,7.9,9.8,Scholarship,Marketing Director,183553,International,Networking,Online,Yes
4843,30,Female,Arts,3.48,7,Engineer,49318,No,576,351,5.2,2.0,Self-funded,Startup Founder,99676,International,Networking,On-Campus,No
4844,29,Female,Economics,2.45,3,Analyst,72792,Yes,361,165,8.4,6.8,Loan,Finance Manager,160308,International,Entrepreneurship,Online,Yes
4845,30,Female,Science,3.18,1,Engineer,65135,No,308,161,5.6,1.2,Scholarship,Marketing Director,61602,Domestic,Networking,On-Campus,Yes
4846,29,Male,Economics,2.31,8,Entrepreneur,45672,Yes,523,222,7.5,4.2,Employer,Finance Manager,122755,Domestic,Entrepreneurship,Online,No
4847,30,Other,Economics,2.21,5,Manager,77572,No,512,103,4.1,6.7,Self-funded,Startup Founder,170462,International,Career Growth,On-Campus,No
4848,31,Female,Science,3.05,2,Entrepreneur,97628,Yes,438,97,7.6,9.4,Employer,Startup Founder,176965,International,Career Growth,Online,Yes
4849,33,Male,Arts,3.35,9,Analyst,45432,No,631,10,3.4,1.7,Scholarship,Finance Manager,126797,Domestic,Networking,Online,No
4850,23,Male,Arts,2.23,4,Entrepreneur,66204,No,608,448,9.6,5.4,Employer,Consultant,140638,International,Networking,Online,Yes
4851,31,Male,Arts,3.84,5,Consultant,108701,Yes,432,186,7.0,3.1,Employer,Startup Founder,78562,International,Networking,Online,Yes
4852,33,Male,Science,2.45,8,Engineer,88247,No,479,191,5.3,2.9,Loan,Finance Manager,125874,International,Career Growth,On-Campus,Yes
4853,25,Female,Business,2.24,4,Manager,42634,Yes,262,163,6.5,7.2,Scholarship,Consultant,147247,Domestic,Entrepreneurship,On-Campus,No
4854,28,Female,Engineering,2.41,8,Manager,69766,No,350,379,6.5,1.2,Employer,Consultant,133376,Domestic,Skill Enhancement,Online,Yes
4855,28,Female,Business,2.34,0,Engineer,43449,No,701,49,8.7,6.7,Employer,Startup Founder,68519,Domestic,Career Growth,On-Campus,Yes
4856,24,Female,Business,2.18,9,Engineer,111077,Yes,728,156,6.0,2.5,Self-funded,Executive,151435,International,Networking,On-Campus,No
4857,32,Male,Economics,3.6,3,Consultant,100593,Yes,392,55,6.1,1.1,Loan,Finance Manager,129025,International,Entrepreneurship,Online,No
4858,31,Female,Engineering,2.99,0,Entrepreneur,32859,Yes,277,490,6.3,5.9,Self-funded,Marketing Director,148740,International,Skill Enhancement,Online,No
4859,31,Male,Arts,2.78,1,Manager,37471,Yes,690,137,8.0,2.0,Self-funded,Executive,93276,Domestic,Skill Enhancement,On-Campus,Yes
4860,21,Other,Business,3.9,1,Analyst,56950,Yes,441,489,5.4,6.1,Scholarship,Consultant,115562,Domestic,Networking,Online,Yes
4861,21,Male,Science,2.74,9,Engineer,61233,Yes,452,459,2.9,3.5,Employer,Marketing Director,97745,International,Networking,On-Campus,No
4862,24,Other,Business,2.33,4,Engineer,77365,Yes,470,173,4.8,3.5,Employer,Executive,165494,Domestic,Skill Enhancement,Online,Yes
4863,26,Male,Arts,2.55,0,Manager,113023,No,372,411,4.4,8.2,Self-funded,Consultant,195918,International,Entrepreneurship,Online,No
4864,28,Male,Business,2.48,9,Engineer,59272,Yes,382,416,1.5,7.4,Self-funded,Marketing Director,175528,Domestic,Career Growth,Online,No
4865,26,Male,Economics,3.0,2,Manager,44601,Yes,484,425,8.2,8.4,Employer,Marketing Director,145091,Domestic,Skill Enhancement,On-Campus,No
4866,32,Female,Economics,2.58,5,Analyst,110890,Yes,419,122,8.5,4.8,Employer,Consultant,111932,International,Career Growth,On-Campus,Yes
4867,29,Female,Business,3.03,0,Analyst,92195,No,269,149,3.4,2.0,Employer,Startup Founder,190698,International,Networking,Online,No
4868,29,Male,Economics,3.34,0,Manager,71352,No,525,332,3.9,7.9,Employer,Consultant,187997,Domestic,Skill Enhancement,On-Campus,Yes
4869,34,Female,Science,3.55,2,Engineer,46351,Yes,285,7,3.9,8.8,Employer,Finance Manager,149761,Domestic,Networking,On-Campus,Yes
4870,22,Female,Engineering,3.42,8,Consultant,44337,No,361,278,5.7,6.3,Scholarship,Consultant,75018,Domestic,Skill Enhancement,On-Campus,No
4871,30,Female,Business,2.41,1,Consultant,48196,No,449,96,5.2,3.0,Scholarship,Finance Manager,199065,International,Entrepreneurship,Online,No
4872,21,Female,Science,2.23,5,Entrepreneur,93983,No,791,438,9.0,7.9,Scholarship,Marketing Director,61716,International,Entrepreneurship,On-Campus,Yes
4873,22,Male,Science,3.08,2,Consultant,38066,No,384,67,5.4,1.4,Employer,Consultant,146612,Domestic,Career Growth,Online,Yes
4874,25,Male,Science,2.4,5,Engineer,102425,Yes,371,76,2.6,4.1,Employer,Executive,129821,Domestic,Networking,Online,Yes
4875,24,Female,Arts,2.17,6,Consultant,35075,No,514,186,7.7,4.5,Loan,Consultant,145849,International,Networking,On-Campus,No
4876,24,Female,Business,3.05,6,Entrepreneur,33783,No,539,461,8.8,4.0,Scholarship,Startup Founder,120735,International,Skill Enhancement,On-Campus,No
4877,29,Other,Business,2.65,1,Analyst,85019,No,618,342,6.5,9.5,Scholarship,Consultant,66328,International,Skill Enhancement,On-Campus,Yes
4878,31,Female,Business,3.51,2,Manager,101203,Yes,773,448,7.9,8.5,Loan,Consultant,112682,International,Entrepreneurship,On-Campus,No
4879,28,Male,Engineering,2.63,3,Consultant,40710,Yes,753,170,3.0,5.8,Loan,Marketing Director,107168,International,Skill Enhancement,Online,Yes
4880,26,Female,Science,3.96,7,Manager,109374,No,307,230,9.1,9.4,Scholarship,Startup Founder,173725,International,Entrepreneurship,On-Campus,Yes
4881,21,Male,Business,3.52,4,Manager,108580,No,754,309,1.7,2.4,Scholarship,Consultant,143469,Domestic,Entrepreneurship,On-Campus,Yes
4882,22,Other,Economics,2.12,0,Analyst,33703,No,692,28,9.1,1.9,Scholarship,Executive,121415,Domestic,Career Growth,Online,No
4883,26,Male,Arts,3.02,8,Entrepreneur,90949,Yes,450,58,4.3,4.5,Self-funded,Marketing Director,66402,Domestic,Entrepreneurship,Online,Yes
4884,31,Female,Engineering,3.13,0,Engineer,35411,No,663,261,1.8,9.9,Scholarship,Finance Manager,136201,Domestic,Skill Enhancement,On-Campus,Yes
4885,22,Female,Arts,3.39,1,Engineer,93246,No,696,94,2.6,9.1,Scholarship,Startup Founder,192785,Domestic,Entrepreneurship,On-Campus,No
4886,33,Male,Science,3.0,6,Engineer,53160,No,695,183,9.9,3.0,Scholarship,Startup Founder,74977,Domestic,Career Growth,Online,Yes
4887,30,Male,Economics,2.97,2,Entrepreneur,74127,No,779,480,4.4,9.4,Loan,Marketing Director,169130,Domestic,Skill Enhancement,Online,Yes
4888,25,Female,Science,2.74,5,Entrepreneur,119064,No,654,316,8.0,6.7,Self-funded,Finance Manager,115939,Domestic,Networking,Online,Yes
4889,34,Female,Business,2.54,7,Entrepreneur,44289,Yes,458,45,5.3,3.8,Scholarship,Marketing Director,74727,International,Career Growth,On-Campus,No
4890,25,Male,Arts,3.89,4,Consultant,52201,Yes,650,468,6.2,8.4,Scholarship,Startup Founder,107928,International,Career Growth,On-Campus,Yes
4891,26,Female,Economics,2.64,0,Manager,91096,No,431,377,6.7,8.7,Scholarship,Marketing Director,137154,International,Entrepreneurship,Online,Yes
4892,26,Female,Arts,2.13,9,Entrepreneur,96403,No,401,404,6.4,1.0,Loan,Marketing Director,181795,Domestic,Career Growth,Online,Yes
4893,34,Male,Engineering,2.33,2,Entrepreneur,69768,Yes,264,361,10.0,2.2,Scholarship,Marketing Director,194893,International,Skill Enhancement,Online,No
4894,26,Male,Economics,3.71,1,Consultant,101404,No,590,137,6.0,7.7,Scholarship,Startup Founder,62124,Domestic,Entrepreneurship,Online,No
4895,34,Female,Engineering,3.17,5,Manager,101497,No,501,263,6.6,6.5,Employer,Consultant,122864,Domestic,Skill Enhancement,On-Campus,No
4896,22,Female,Economics,3.56,4,Engineer,83709,No,775,135,4.1,3.4,Employer,Finance Manager,99442,Domestic,Skill Enhancement,On-Campus,No
4897,34,Female,Business,3.62,6,Analyst,103753,Yes,615,218,3.2,3.5,Loan,Startup Founder,90794,Domestic,Entrepreneurship,Online,No
4898,30,Female,Arts,3.65,1,Entrepreneur,88109,Yes,341,353,5.0,2.0,Loan,Consultant,176213,Domestic,Career Growth,On-Campus,No
4899,34,Male,Arts,3.1,5,Entrepreneur,58025,No,466,50,6.5,4.8,Loan,Finance Manager,88302,International,Entrepreneurship,On-Campus,No
4900,33,Male,Science,2.35,4,Analyst,98966,No,341,223,3.8,1.6,Loan,Marketing Director,123741,International,Networking,On-Campus,No
4901,34,Male,Economics,2.3,5,Entrepreneur,73403,No,536,108,5.5,7.2,Loan,Consultant,177207,International,Career Growth,On-Campus,No
4902,23,Male,Economics,3.15,4,Entrepreneur,42142,No,349,14,8.3,3.2,Employer,Executive,199583,Domestic,Career Growth,Online,No
4903,34,Female,Engineering,2.73,6,Entrepreneur,34945,No,307,239,4.8,8.9,Employer,Finance Manager,160611,Domestic,Career Growth,On-Campus,No
4904,26,Female,Economics,3.12,4,Analyst,105193,Yes,695,355,6.2,1.9,Loan,Consultant,144868,Domestic,Career Growth,Online,Yes
4905,33,Male,Arts,3.0,6,Consultant,84502,No,431,222,9.3,7.2,Loan,Finance Manager,160100,International,Networking,On-Campus,Yes
4906,28,Male,Economics,3.2,0,Consultant,56771,No,758,291,6.6,8.8,Employer,Marketing Director,82687,International,Skill Enhancement,Online,No
4907,32,Female,Science,2.06,8,Analyst,63569,Yes,644,191,3.8,7.3,Employer,Executive,171977,Domestic,Entrepreneurship,On-Campus,No
4908,33,Female,Science,2.07,5,Consultant,63956,Yes,403,19,6.1,9.3,Employer,Consultant,129046,Domestic,Career Growth,On-Campus,Yes
4909,31,Female,Arts,3.44,8,Engineer,87538,No,535,329,8.7,4.0,Employer,Startup Founder,86257,International,Entrepreneurship,Online,Yes
4910,32,Female,Arts,2.39,0,Engineer,87470,Yes,542,315,2.4,2.2,Loan,Finance Manager,174149,International,Skill Enhancement,Online,Yes
4911,21,Female,Arts,3.3,1,Analyst,67088,No,323,338,8.4,4.1,Employer,Consultant,135613,Domestic,Networking,Online,Yes
4912,21,Female,Economics,3.09,6,Manager,90178,Yes,601,320,1.9,6.4,Loan,Marketing Director,110080,Domestic,Entrepreneurship,On-Campus,No
4913,31,Male,Economics,3.96,3,Entrepreneur,49678,No,318,193,9.6,9.5,Scholarship,Finance Manager,108877,International,Skill Enhancement,On-Campus,No
4914,33,Male,Business,3.67,9,Manager,65379,No,403,17,2.4,3.7,Employer,Consultant,148873,Domestic,Career Growth,On-Campus,No
4915,22,Male,Engineering,2.83,0,Entrepreneur,67419,No,668,214,5.2,7.2,Self-funded,Marketing Director,137024,International,Networking,On-Campus,No
4916,31,Female,Economics,3.23,4,Consultant,39813,No,574,268,9.6,1.9,Scholarship,Finance Manager,72848,International,Networking,On-Campus,No
4917,32,Female,Business,2.23,3,Consultant,77141,No,710,311,2.9,3.4,Employer,Marketing Director,166301,International,Skill Enhancement,Online,Yes
4918,32,Female,Business,2.77,5,Engineer,75659,No,388,402,6.8,2.4,Loan,Consultant,136989,Domestic,Career Growth,On-Campus,No
4919,26,Male,Science,3.47,6,Manager,66500,No,370,450,7.6,5.3,Employer,Consultant,75356,International,Networking,On-Campus,Yes
4920,29,Male,Economics,3.25,2,Analyst,111317,No,509,408,1.3,9.4,Scholarship,Startup Founder,111052,Domestic,Career Growth,Online,Yes
4921,24,Male,Business,2.97,5,Entrepreneur,85308,No,394,231,6.3,9.2,Loan,Marketing Director,134513,International,Entrepreneurship,On-Campus,No
4922,23,Male,Science,2.35,1,Consultant,89740,No,752,132,7.8,4.8,Employer,Finance Manager,72859,International,Entrepreneurship,On-Campus,Yes
4923,32,Female,Engineering,3.61,9,Entrepreneur,65220,No,767,87,9.7,8.7,Employer,Finance Manager,132695,Domestic,Networking,On-Campus,No
4924,28,Female,Science,2.55,3,Analyst,96345,No,365,4,2.2,4.9,Employer,Startup Founder,197370,International,Entrepreneurship,Online,No
4925,31,Other,Engineering,3.64,9,Entrepreneur,50783,No,356,277,8.8,4.7,Employer,Executive,156455,Domestic,Skill Enhancement,On-Campus,Yes
4926,30,Female,Arts,3.22,8,Engineer,74077,No,291,27,6.7,9.0,Self-funded,Startup Founder,144997,Domestic,Networking,Online,No
4927,34,Female,Arts,2.75,6,Analyst,46603,Yes,788,11,7.5,1.3,Self-funded,Finance Manager,119510,International,Skill Enhancement,Online,No
4928,29,Female,Science,2.08,1,Analyst,103329,No,466,190,7.7,8.9,Employer,Marketing Director,108486,Domestic,Skill Enhancement,On-Campus,Yes
4929,32,Male,Arts,2.46,5,Entrepreneur,71237,Yes,332,320,7.5,8.5,Loan,Startup Founder,173323,International,Career Growth,On-Campus,Yes
4930,31,Female,Economics,3.78,3,Entrepreneur,115093,No,570,88,9.3,2.8,Loan,Marketing Director,103782,International,Career Growth,Online,No
4931,25,Female,Science,3.64,7,Consultant,117110,No,519,155,2.1,4.7,Scholarship,Executive,188966,International,Skill Enhancement,On-Campus,No
4932,29,Female,Business,3.15,7,Entrepreneur,113902,No,357,123,3.6,8.7,Scholarship,Finance Manager,175202,Domestic,Career Growth,Online,Yes
4933,22,Male,Economics,2.93,0,Analyst,65544,Yes,264,448,9.1,6.0,Loan,Executive,96313,International,Networking,On-Campus,Yes
4934,23,Male,Science,3.29,7,Entrepreneur,53279,Yes,410,36,5.1,7.6,Self-funded,Marketing Director,187066,Domestic,Skill Enhancement,Online,Yes
4935,27,Male,Engineering,2.93,9,Consultant,113101,No,698,91,4.7,2.4,Scholarship,Executive,162447,Domestic,Career Growth,On-Campus,No
4936,27,Other,Arts,3.29,6,Manager,48481,No,332,247,5.9,5.3,Scholarship,Consultant,176480,Domestic,Networking,Online,No
4937,26,Male,Arts,2.61,0,Engineer,37078,Yes,629,476,3.8,5.6,Self-funded,Marketing Director,72752,International,Career Growth,On-Campus,No
4938,26,Female,Arts,3.68,2,Analyst,56395,Yes,364,62,6.4,1.9,Self-funded,Startup Founder,179135,Domestic,Entrepreneurship,Online,Yes
4939,22,Female,Science,3.4,4,Consultant,111481,Yes,491,431,8.9,3.9,Scholarship,Marketing Director,82824,International,Career Growth,On-Campus,No
4940,30,Male,Economics,2.66,2,Engineer,81955,No,308,226,4.6,7.6,Loan,Startup Founder,109911,International,Career Growth,Online,Yes
4941,26,Female,Engineering,3.66,2,Entrepreneur,77999,No,348,384,2.9,2.5,Self-funded,Executive,172375,International,Skill Enhancement,Online,No
4942,24,Female,Arts,2.97,0,Entrepreneur,73073,No,691,322,2.4,6.6,Scholarship,Finance Manager,196356,Domestic,Skill Enhancement,Online,Yes
4943,32,Male,Economics,2.35,7,Manager,81825,No,637,297,7.3,1.7,Loan,Consultant,193723,Domestic,Career Growth,Online,Yes
4944,23,Female,Business,2.16,8,Entrepreneur,57562,No,324,218,1.7,1.7,Loan,Executive,186183,Domestic,Skill Enhancement,Online,Yes
4945,33,Male,Business,3.4,4,Engineer,111613,Yes,490,429,1.7,7.3,Loan,Marketing Director,124866,International,Skill Enhancement,Online,Yes
4946,31,Male,Engineering,3.73,0,Consultant,44604,No,764,79,9.7,9.9,Employer,Finance Manager,164289,Domestic,Career Growth,On-Campus,Yes
4947,33,Female,Arts,3.61,0,Manager,117296,No,624,253,7.0,4.3,Scholarship,Startup Founder,142999,International,Career Growth,On-Campus,Yes
4948,22,Female,Business,3.31,8,Engineer,38607,No,315,24,2.7,6.5,Employer,Marketing Director,106920,Domestic,Skill Enhancement,On-Campus,No
4949,21,Other,Economics,2.28,0,Consultant,65337,No,412,403,6.7,6.6,Employer,Executive,143829,Domestic,Skill Enhancement,Online,Yes
4950,31,Female,Economics,2.19,8,Engineer,89890,No,496,199,6.2,2.6,Scholarship,Executive,182485,International,Career Growth,On-Campus,No
4951,31,Female,Business,2.69,2,Entrepreneur,103086,Yes,534,337,8.0,9.5,Employer,Finance Manager,151042,International,Networking,On-Campus,Yes
4952,25,Female,Arts,3.71,2,Engineer,86796,Yes,566,496,4.8,5.7,Self-funded,Marketing Director,120148,International,Networking,Online,No
4953,22,Female,Engineering,3.92,3,Manager,65381,No,439,68,1.2,4.5,Self-funded,Marketing Director,99580,Domestic,Entrepreneurship,Online,No
4954,22,Female,Arts,2.48,4,Engineer,48070,Yes,256,484,5.0,2.2,Loan,Startup Founder,179629,International,Networking,Online,Yes
4955,27,Male,Science,3.52,5,Analyst,112758,Yes,780,296,7.2,6.1,Loan,Executive,174447,Domestic,Entrepreneurship,On-Campus,No
4956,28,Female,Business,3.15,5,Entrepreneur,36449,Yes,575,94,9.6,9.1,Scholarship,Consultant,185842,International,Career Growth,On-Campus,Yes
4957,33,Male,Science,2.06,9,Engineer,81461,No,338,192,8.6,5.6,Scholarship,Executive,172424,Domestic,Entrepreneurship,Online,No
4958,30,Female,Business,3.09,8,Consultant,42737,Yes,528,180,1.2,2.1,Self-funded,Consultant,73258,International,Skill Enhancement,Online,Yes
4959,28,Male,Engineering,3.61,0,Entrepreneur,116892,Yes,321,171,3.2,3.5,Self-funded,Finance Manager,173604,International,Career Growth,Online,No
4960,34,Female,Arts,2.55,8,Consultant,110692,No,733,361,5.9,9.9,Scholarship,Finance Manager,96527,Domestic,Networking,On-Campus,Yes
4961,24,Male,Arts,3.79,3,Manager,83316,No,756,190,1.5,4.6,Loan,Executive,135270,International,Skill Enhancement,Online,Yes
4962,34,Male,Business,2.47,6,Analyst,88113,Yes,466,439,6.4,9.9,Employer,Executive,174485,Domestic,Career Growth,Online,Yes
4963,21,Female,Economics,2.15,5,Engineer,55386,No,796,462,4.9,5.9,Loan,Consultant,115886,Domestic,Skill Enhancement,On-Campus,Yes
4964,31,Male,Science,2.32,8,Entrepreneur,104198,Yes,703,426,7.0,7.4,Self-funded,Executive,133795,International,Networking,On-Campus,Yes
4965,27,Female,Arts,3.67,1,Engineer,115543,No,359,443,3.0,3.0,Self-funded,Finance Manager,181919,Domestic,Career Growth,Online,No
4966,21,Male,Arts,2.83,1,Engineer,44275,No,416,48,2.7,9.9,Loan,Finance Manager,142594,Domestic,Entrepreneurship,Online,Yes
4967,31,Male,Business,3.59,6,Entrepreneur,100659,Yes,747,302,9.2,1.1,Scholarship,Startup Founder,182552,International,Career Growth,Online,Yes
4968,24,Male,Economics,3.06,8,Analyst,118650,No,676,53,4.1,8.7,Loan,Consultant,86615,Domestic,Career Growth,On-Campus,Yes
4969,28,Female,Science,2.96,4,Analyst,100760,No,633,120,9.7,7.2,Loan,Marketing Director,112732,Domestic,Networking,Online,Yes
4970,22,Male,Economics,3.61,6,Manager,89539,No,675,320,2.4,6.9,Loan,Executive,145856,International,Skill Enhancement,On-Campus,No
4971,26,Female,Economics,2.85,7,Entrepreneur,87465,No,516,276,7.8,3.8,Self-funded,Finance Manager,78259,Domestic,Networking,On-Campus,Yes
4972,33,Male,Business,3.6,7,Entrepreneur,61757,Yes,609,126,2.8,2.7,Loan,Consultant,62887,Domestic,Career Growth,On-Campus,No
4973,26,Male,Economics,2.2,3,Consultant,64658,Yes,312,413,7.4,6.6,Loan,Startup Founder,188701,Domestic,Networking,On-Campus,Yes
4974,32,Male,Science,3.27,9,Consultant,106282,No,624,490,3.4,9.2,Loan,Consultant,193054,Domestic,Career Growth,Online,Yes
4975,29,Male,Engineering,3.41,6,Consultant,119964,No,727,123,4.0,3.3,Loan,Executive,126526,International,Entrepreneurship,Online,Yes
4976,25,Female,Engineering,3.8,0,Analyst,105661,No,536,54,6.8,8.3,Scholarship,Marketing Director,161575,Domestic,Career Growth,Online,Yes
4977,30,Female,Science,2.45,3,Manager,100320,Yes,703,437,1.3,1.8,Employer,Consultant,156193,Domestic,Entrepreneurship,Online,Yes
4978,24,Female,Business,3.21,4,Manager,72370,No,529,218,3.2,3.2,Scholarship,Executive,162144,International,Skill Enhancement,Online,No
4979,25,Male,Arts,2.87,9,Engineer,101630,No,761,339,8.7,1.5,Employer,Startup Founder,79206,Domestic,Skill Enhancement,On-Campus,No
4980,32,Male,Business,2.77,6,Manager,59204,Yes,718,136,3.8,4.4,Self-funded,Consultant,83704,International,Entrepreneurship,Online,No
4981,32,Male,Science,2.21,5,Consultant,79656,Yes,383,486,9.6,7.3,Employer,Executive,75950,Domestic,Skill Enhancement,Online,No
4982,30,Other,Economics,2.27,3,Entrepreneur,73785,No,283,20,2.3,5.5,Loan,Consultant,143221,International,Entrepreneurship,Online,Yes
4983,31,Male,Engineering,3.67,2,Engineer,72842,Yes,315,449,7.5,5.8,Scholarship,Consultant,74090,International,Skill Enhancement,On-Campus,Yes
4984,25,Female,Economics,3.5,5,Analyst,57118,No,421,464,2.5,6.2,Self-funded,Startup Founder,177785,Domestic,Networking,Online,Yes
4985,28,Male,Business,2.76,9,Manager,108738,No,782,314,7.9,3.0,Loan,Consultant,64220,International,Networking,On-Campus,No
4986,30,Male,Science,3.66,4,Entrepreneur,95355,Yes,255,65,2.9,4.0,Loan,Startup Founder,117176,Domestic,Skill Enhancement,Online,No
4987,32,Male,Engineering,2.16,2,Consultant,38783,No,768,419,8.8,5.1,Loan,Consultant,64503,Domestic,Networking,On-Campus,No
4988,28,Male,Science,3.25,3,Analyst,70036,Yes,768,136,6.6,6.2,Loan,Finance Manager,151454,International,Skill Enhancement,Online,Yes
4989,22,Female,Engineering,3.74,1,Analyst,82631,No,489,136,8.9,8.6,Employer,Marketing Director,169976,International,Career Growth,Online,Yes
4990,27,Male,Engineering,3.68,8,Manager,90974,No,296,450,6.7,5.2,Scholarship,Marketing Director,145134,International,Career Growth,On-Campus,Yes
4991,28,Female,Engineering,2.75,6,Entrepreneur,40215,No,404,28,8.3,7.9,Scholarship,Finance Manager,73005,Domestic,Skill Enhancement,Online,No
4992,31,Male,Business,3.49,9,Consultant,57729,Yes,501,95,8.8,2.1,Loan,Marketing Director,105432,Domestic,Career Growth,Online,Yes
4993,26,Other,Science,2.85,2,Consultant,48836,No,799,428,5.2,2.2,Loan,Startup Founder,188126,Domestic,Career Growth,Online,No
4994,25,Male,Arts,3.68,7,Consultant,80299,No,337,16,7.1,3.6,Self-funded,Executive,180766,Domestic,Skill Enhancement,Online,Yes
4995,31,Female,Arts,3.06,7,Consultant,34359,No,519,459,1.2,3.9,Scholarship,Startup Founder,138174,International,Skill Enhancement,Online,Yes
4996,29,Female,Arts,3.53,0,Manager,55234,No,605,497,5.5,6.6,Employer,Executive,96362,International,Networking,Online,No
4997,33,Other,Science,2.16,4,Manager,86093,Yes,365,320,2.9,3.0,Loan,Startup Founder,151609,International,Career Growth,Online,Yes
4998,23,Male,Economics,3.18,4,Entrepreneur,63882,Yes,299,462,2.0,2.3,Self-funded,Startup Founder,149448,International,Networking,On-Campus,Yes
4999,32,Female,Science,3.1,2,Engineer,44563,No,708,421,10.0,6.8,Self-funded,Executive,100416,International,Networking,On-Campus,Yes
5000,33,Male,Engineering,3.22,1,Manager,102051,No,281,124,10.0,10.0,Loan,Finance Manager,140406,Domestic,Entrepreneurship,On-Campus,No
5001,33,Male,Economics,3.39,0,Consultant,87704,Yes,458,33,2.9,9.9,Scholarship,Finance Manager,79717,International,Skill Enhancement,On-Campus,Yes
5002,30,Male,Engineering,3.84,3,Entrepreneur,53290,Yes,443,8,9.1,9.3,Employer,Finance Manager,117949,International,Networking,On-Campus,No
5003,24,Male,Engineering,3.57,9,Consultant,77437,No,336,233,9.1,1.6,Employer,Finance Manager,141248,International,Entrepreneurship,Online,Yes
5004,29,Other,Science,2.44,1,Manager,99320,No,510,290,9.8,7.9,Self-funded,Startup Founder,182487,International,Career Growth,On-Campus,No
5005,26,Male,Arts,3.65,4,Entrepreneur,56838,No,724,141,4.5,4.5,Self-funded,Startup Founder,107359,Domestic,Skill Enhancement,Online,Yes
5006,28,Female,Economics,2.24,9,Consultant,117581,No,439,491,9.4,8.4,Self-funded,Consultant,83913,Domestic,Entrepreneurship,Online,Yes
5007,27,Female,Business,3.24,1,Engineer,108001,No,507,272,8.0,1.4,Self-funded,Marketing Director,180649,International,Networking,On-Campus,No
5008,31,Female,Arts,3.77,0,Analyst,101101,Yes,754,292,7.6,8.5,Self-funded,Consultant,167526,Domestic,Networking,On-Campus,No
5009,22,Female,Business,2.2,9,Analyst,53721,No,753,182,3.2,6.6,Employer,Marketing Director,103141,International,Entrepreneurship,On-Campus,No
5010,23,Male,Science,3.7,9,Consultant,55755,Yes,481,359,5.4,1.7,Employer,Marketing Director,154467,Domestic,Entrepreneurship,Online,No
5011,21,Female,Economics,3.6,9,Analyst,80206,No,683,213,8.1,9.6,Loan,Startup Founder,116128,International,Entrepreneurship,Online,No
5012,29,Male,Science,3.01,9,Engineer,84883,Yes,655,337,8.6,8.9,Self-funded,Finance Manager,87724,International,Career Growth,On-Campus,Yes
5013,33,Female,Business,2.62,8,Engineer,69278,Yes,744,39,2.8,7.2,Scholarship,Executive,79540,International,Skill Enhancement,On-Campus,No
5014,27,Female,Engineering,2.81,1,Consultant,56851,No,487,119,3.8,4.3,Scholarship,Startup Founder,136794,Domestic,Networking,Online,Yes
5015,21,Other,Science,3.94,9,Engineer,75514,No,614,437,2.5,5.6,Employer,Executive,186531,International,Skill Enhancement,On-Campus,Yes
5016,23,Male,Economics,2.4,3,Analyst,100956,No,668,34,2.4,1.2,Self-funded,Consultant,161263,International,Skill Enhancement,On-Campus,Yes
5017,24,Male,Science,3.16,2,Consultant,54897,Yes,607,274,2.9,7.0,Self-funded,Finance Manager,179355,International,Skill Enhancement,Online,No
5018,24,Male,Arts,2.17,0,Analyst,82071,No,273,41,9.2,9.6,Self-funded,Consultant,122285,International,Skill Enhancement,Online,No
5019,25,Male,Science,2.44,7,Engineer,43507,Yes,413,489,4.3,3.0,Loan,Finance Manager,106499,Domestic,Networking,Online,No
5020,34,Male,Business,3.53,1,Engineer,101071,No,459,107,5.5,4.7,Self-funded,Startup Founder,99451,Domestic,Skill Enhancement,Online,No
5021,23,Female,Science,2.61,7,Entrepreneur,98008,Yes,480,228,1.1,8.8,Employer,Executive,63359,Domestic,Entrepreneurship,Online,Yes
5022,23,Male,Economics,3.97,0,Manager,107665,No,712,36,7.8,1.6,Loan,Finance Manager,60009,International,Career Growth,Online,No
5023,21,Female,Science,3.0,5,Manager,83430,No,561,261,3.6,3.9,Employer,Marketing Director,101457,International,Networking,On-Campus,Yes
5024,27,Female,Science,3.03,3,Consultant,66676,No,722,28,7.3,9.5,Employer,Startup Founder,64266,International,Career Growth,Online,Yes
5025,31,Female,Economics,2.07,2,Analyst,67380,No,399,433,2.8,7.9,Employer,Startup Founder,112279,International,Career Growth,On-Campus,Yes
5026,30,Male,Science,3.91,0,Manager,49446,Yes,551,197,4.4,1.7,Employer,Finance Manager,179876,International,Networking,On-Campus,No
